url,name,address,score,review_counts,price,category,open_time,amenities
https://www.yelp.com/biz/tuk-tuk-thai-los-angeles-2?osq=Restaurants,Tuk Tuk Thai,"1638 Sawtelle Blvd Los Angeles, CA 90025",3.5 star rating,587 reviews,$$,"Thai, Salad, Seafood","Mon
11:30 AM - 9:30 PM
Tue
11:30 AM - 9:30 PM
Wed
11:30 AM - 9:30 PM
Thu
11:30 AM - 9:30 PM
Open now
Fri
11:30 AM - 10:00 PM
Sat
1:00 PM - 10:00 PM
Sun
1:00 PM - 9:30 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Street Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Women-owned
Open to All
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/industry-cafe-and-jazz-culver-city?osq=Restaurants,Industry Cafe & Jazz,"6039 Washington Blvd Culver City, CA 90232",4 star rating,396 reviews,$$,"Ethiopian, Jazz & Blues, American (Traditional)","Mon
Closed
Tue
5:00 PM - 10:00 PM
Wed
5:00 PM - 10:00 PM
Thu
5:00 PM - 11:00 PM
Closed now
Fri
5:00 PM - 11:00 PM
Sat
5:00 PM - 12:00 AM (Next day)
Sun
5:00 PM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Street Parking
Waiter Service
Free Wi-Fi
Live Music
Best nights on Thursday, Friday, Saturday
Beer & Wine Only
Wheelchair Accessible
TV
Not Good For Dancing
No Smoking
Bike Parking
Show Less"
https://www.yelp.com/biz/hwang-hae-do-korean-bbq-los-angeles?osq=Restaurants,Hwang Hae Do Korean BBQ,"429 N Western Ave Ste 7 Los Angeles, CA 90004",4 star rating,158 reviews,$$,"Korean, Barbeque","Mon
11:00 AM - 11:00 PM
Tue
11:00 AM - 11:00 PM
Wed
11:00 AM - 11:00 PM
Thu
11:00 AM - 11:00 PM
Open now
Fri
11:00 AM - 11:00 PM
Sat
11:00 AM - 11:00 PM
Sun
11:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Takeout
No Delivery
Staff wears masks
Masks required
Accepts Credit Cards
Accepts Apple Pay
Casual, Classy
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Valet Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Wheelchair Accessible
TV
Gender-neutral restrooms
No Outdoor Seating
Offers Catering
No Happy Hour
No Drive-Thru
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
Bike Parking
Show Less"
https://www.yelp.com/biz/el-farolito-los-angeles?osq=Restaurants,El Farolito,"2737 W Pico Blvd Los Angeles, CA 90006",4 star rating,24 reviews,$,"Latin American, Seafood, Mexican","Mon
9:00 AM - 8:00 PM
Tue
Closed
Wed
9:00 AM - 8:00 PM
Thu
9:00 AM - 8:00 PM
Open now
Fri
9:00 AM - 8:00 PM
Sat
9:00 AM - 8:00 PM
Sun
9:00 AM - 8:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Takeout
No Delivery
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Good for Groups
Good For Kids
Private Lot Parking
Beer & Wine Only
TV
Gender-neutral restrooms
No Outdoor Seating
Offers Catering
No Wi-Fi
Bike Parking
Show Less"
https://www.yelp.com/biz/cara-restaurant-los-angeles?osq=Restaurants,Cara Restaurant,"1730 N Western Ave Los Angeles, CA 90027",4 star rating,427 reviews,$$$,American (New),"Mon
7:00 AM - 10:00 PM
Tue
7:00 AM - 10:00 PM
Wed
7:00 AM - 10:00 PM
Thu
7:00 AM - 10:00 PM
Open now
Fri
7:00 AM - 10:30 PM
Sat
7:00 AM - 10:30 PM
Sun
7:00 AM - 10:00 PM","Amenities and More
Takes Reservations
No Delivery
No Takeout
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Outdoor Seating
Intimate, Classy
Moderate Noise
Good for Groups
Good for Dinner, Dessert
Street Parking, Valet Parking
Waiter Service
Free Wi-Fi
Full Bar
Gender-neutral restrooms
Heated Outdoor Seating
Offers Catering
No Happy Hour
Dogs Not Allowed
Not Wheelchair Accessible
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/topgolf-el-segundo?osq=Restaurants,Topgolf,"400 S Pacific Coast Hwy El Segundo, CA 90245",3 star rating,433 reviews,,"Golf, Sports Bars, American (Traditional)","Mon
10:00 AM - 12:00 AM (Next day)
Tue
10:00 AM - 12:00 AM (Next day)
Wed
10:00 AM - 12:00 AM (Next day)
Thu
10:00 AM - 12:00 AM (Next day)
Open now
Fri
10:00 AM - 1:00 AM (Next day)
Sat
10:00 AM - 1:00 AM (Next day)
Sun
10:00 AM - 12:00 AM (Next day)","Amenities and More
Takes Reservations
No Delivery
No Takeout
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Good For Kids
Good for Late Night
Private Lot Parking
Waiter Service
Free Wi-Fi
Full Bar
Wheelchair Accessible
TV
Offers Military Discount
Open to All
Heated Outdoor Seating
Covered Outdoor Seating
EV charging station available
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/zs-bbq-ribs-los-angeles?osq=Restaurants,Z's BBQ Ribs,"507 N Harvard Blvd Los Angeles, CA 90004",,,,Barbeque,,
https://www.yelp.com/biz/joss-bites-beverly-hills?osq=Restaurants,Joss Bites,"9921 S Santa Monica Blvd Beverly Hills, CA 90212",4 star rating,24 reviews,,"Desserts, Salad, Noodles","Mon
11:00 AM - 9:00 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 9:00 PM
Sat
5:00 PM - 9:00 PM
Sun
5:00 PM - 9:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Offers Catering
Good for Groups
Good For Kids
Street Parking
Waiter Service
Free Wi-Fi
Dogs Allowed
Wheelchair Accessible
TV
Gender-neutral restrooms
No Alcohol
Bike Parking
Show Less"
https://www.yelp.com/biz/eureka-hawthorne-3?osq=Restaurants,Eureka!,"12101 Crenshaw Blvd Hawthorne, CA 90250",4 star rating,914 reviews,$$,American (Traditional),"Mon
11:00 AM - 11:00 PM
Tue
11:00 AM - 11:00 PM
Wed
11:00 AM - 11:00 PM
Thu
11:00 AM - 11:00 PM
Open now
Fri
11:00 AM - 11:00 PM
Sat
11:00 AM - 11:00 PM
Sun
11:00 AM - 11:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
All staff fully vaccinated
Pescatarian Options
Vegan Options
Limited Vegetarian Options
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
Offers Military Discount
Open to All
Heated Outdoor Seating
Covered Outdoor Seating
Offers Catering
No Drive-Thru
No Private Dining
Bike Parking
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/shake-shack-los-angeles?osq=Restaurants,Shake Shack,"10250 Santa Monica Blvd Los Angeles, CA 90067",3 star rating,592 reviews,$$,"American (Traditional), Fast Food, Burgers","Mon
11:00 AM - 10:00 PM
Tue
11:00 AM - 10:00 PM
Wed
11:00 AM - 10:00 PM
Thu
11:00 AM - 10:00 PM
Open now
Fri
10:30 AM - 10:30 PM
Sat
10:30 AM - 10:30 PM
Sun
10:30 AM - 10:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Proof of vaccination required
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Trendy, Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Garage Parking, Private Lot Parking
Free Wi-Fi
Beer & Wine Only
Dogs Allowed
TV
Offers Catering
No Waiter Service
No Drive-Thru
Bike Parking
Show Less"
https://www.yelp.com/biz/el-churrasco-chapin-los-angeles?osq=Restaurants,El Churrasco Chapin,"820 N Western Ave Los Angeles, CA 90029",5 star rating,9 reviews,$$,Latin American,"Mon
7:00 AM - 9:00 PM
Tue
7:00 AM - 9:00 PM
Wed
7:00 AM - 9:00 PM
Thu
7:00 AM - 9:00 PM
Open now
Fri
7:00 AM - 9:00 PM
Sat
7:00 AM - 9:00 PM
Sun
7:00 AM - 9:00 PM","Amenities and More
Health ScoreB
Offers Delivery
Offers Takeout
Staff wears masks
Accepts Credit Cards
Waiter Service
Wheelchair Accessible
TV
No Outdoor Seating
Show Less"
https://www.yelp.com/biz/the-corner-place-restaurant-los-angeles?osq=Restaurants,The Corner Place Restaurant,"2819 James M Wood Blvd Los Angeles, CA 90006",4 star rating,978 reviews,$$,"Korean, Barbeque, Soup","Mon
11:00 AM - 9:00 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 9:00 PM
Sat
11:00 AM - 9:00 PM
Sun
Closed","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Proof of vaccination required
All staff fully vaccinated
Masks required
Staff wears masks
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Beer & Wine Only
Wheelchair Accessible
No Outdoor Seating
Offers Catering
No Wi-Fi
No Happy Hour
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
Provides reusable tableware
No Bike Parking
Show Less"
https://www.yelp.com/biz/the-cloverfield-santa-monica-2?osq=Restaurants,The Cloverfield,"3300 Airport Ave Santa Monica, CA 90405",4 star rating,270 reviews,$$,American (New),"Mon
Closed
Tue
Closed
Wed
12:00 PM - 10:00 PM
Thu
12:00 PM - 10:00 PM
Closed now
Fri
12:00 PM - 10:00 PM
Sat
10:00 AM - 10:00 PM
Sun
10:00 AM - 9:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Takeout
No Delivery
Pescatarian Options
Vegan Options
Many Vegetarian Options
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual, Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Brunch, Dinner, Dessert
Private Lot Parking
Waiter Service
Free Wi-Fi
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
Open to All
Heated Outdoor Seating
Covered Outdoor Seating
No Happy Hour
No Private Dining
Bike Parking
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/the-greyhound-bar-and-grill-los-angeles?osq=Restaurants,The Greyhound Bar & Grill,"5570 N Figueroa St Los Angeles, CA 90042",4 star rating,617 reviews,$$,"American (Traditional), Pubs","Mon
12:00 PM - 11:00 PM
Tue
12:00 PM - 11:00 PM
Wed
12:00 PM - 11:00 PM
Thu
12:00 PM - 11:00 PM
Closed now
Fri
12:00 PM - 1:00 AM (Next day)
Sat
12:00 PM - 1:00 AM (Next day)
Sun
9:45 AM - 11:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good for Dinner, Late Night
Street Parking, Private Lot Parking
Free Wi-Fi
Best nights on Friday, Saturday, Sunday
Happy Hour Specials
Full Bar
Wheelchair Accessible
TV
Gender-neutral restrooms
Asian-owned
Offers Catering
Not Good For Kids
Not Good For Dancing
No Pool Table
No Waiter Service
No Smoking
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/el-vencedor-restaurant-and-pupuseria-los-angeles?osq=Restaurants,El Vencedor Restaurant & Pupuseria,"820 N Western Ave Los Angeles, CA 90029",3 star rating,2 reviews,,"Seafood, Mexican, Salvadoran",,"Amenities and More
Very Loud
No Outdoor Seating
Not Good For Kids"
https://www.yelp.com/biz/thai-vegan-ii-santa-monica-santa-monica?osq=Restaurants,Thai Vegan II - Santa Monica,"2315 Santa Monica Blvd Santa Monica, CA 90404",4 star rating,148 reviews,$$,"Thai, Vegan","Mon
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Tue
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Wed
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Thu
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Open now
Fri
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Sat
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM
Sun
11:00 AM - 4:00 PM
5:00 PM - 9:30 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Outdoor Seating
Casual, Intimate, Classy
Moderate Noise
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Wheelchair Accessible
Not Good For Groups
No Wi-Fi
No Happy Hour
No Alcohol
Dogs Not Allowed
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/ruths-chris-steak-house-marina-del-rey?osq=Restaurants,Ruth's Chris Steak House,"13455 Maxella Ave Ste 230 Marina del Rey, CA 90292",4 star rating,992 reviews,$$$,"Steakhouses, Seafood, Wine Bars","Mon
4:00 PM - 9:00 PM
Tue
4:00 PM - 9:00 PM
Wed
4:00 PM - 9:00 PM
Thu
4:00 PM - 9:00 PM
Closed now
Fri
4:00 PM - 9:00 PM
Sat
4:00 PM - 9:00 PM
Sun
4:00 PM - 9:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Keto Options
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy
Moderate Noise
Dressy
Good for Groups
Good For Kids
Good for Dinner
Garage Parking, Street Parking
Waiter Service
Free Wi-Fi
Best nights on Tuesday, Saturday, Sunday
Happy Hour Specials
Full Bar
Wheelchair Accessible
TV
Women-owned
Open to All
Offers Catering
Not Good For Dancing
No Smoking
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/bhan-kanom-thai-los-angeles?osq=Restaurants,Bhan Kanom Thai,"5271 Hollywood Blvd Los Angeles, CA 90027",4 star rating,768 reviews,$,"Desserts, Thai, Ice Cream & Frozen Yogurt","Mon
10:00 AM - 10:00 PM
Tue
10:00 AM - 10:00 PM
Wed
10:00 AM - 10:00 PM
Thu
10:00 AM - 10:00 PM
Open now
Fri
10:00 AM - 10:00 PM
Sat
10:00 AM - 10:00 PM
Sun
10:00 AM - 10:00 PM","Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Staff wears masks
Dairy-Free Options
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual, Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Dessert
Validated Parking, Private Lot Parking, Valet Parking
Asian-owned
Open to All
No Wi-Fi
No Happy Hour
No Alcohol
No Drive-Thru
Dogs Not Allowed
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/pow-pupusas-on-wheels-los-angeles-2?osq=Restaurants,POW: Pupusas On Wheels,"4700 Beverly Blvd Los Angeles, CA 90004",,,,Salvadoran,"Mon
7:00 PM - 12:00 AM (Next day)
Tue
7:00 PM - 12:00 AM (Next day)
Wed
7:00 PM - 12:00 AM (Next day)
Thu
7:00 PM - 12:00 AM (Next day)
Closed now
Fri
7:00 PM - 12:00 AM (Next day)
Sat
Closed
Sun
Closed","Amenities and More
Offers Delivery
Offers Takeout
Accepts Credit Cards
Good for Groups
Good For Kids
Show Less"
https://www.yelp.com/biz/panaderia-el-salvador-los-angeles-4?osq=Restaurants,Panaderia El Salvador,"4015 Beverly Blvd Los Angeles, CA 90004",4 star rating,37 reviews,$,"Bakeries, Salvadoran","Mon
4:30 AM - 8:00 PM
Tue
4:30 AM - 8:00 PM
Wed
4:30 AM - 8:00 PM
Thu
4:30 AM - 8:00 PM
Open now
Fri
4:30 AM - 8:00 PM
Sat
4:30 AM - 8:00 PM
Sun
4:30 AM - 8:00 PM","Amenities and More
Health ScoreA
Offers Takeout
No Reservations
No Delivery
Accepts Credit Cards
Classy
Quiet
Offers Catering
Good for Groups
Good For Kids
Street Parking
TV
No Outdoor Seating
No Alcohol
No Bike Parking
Show Less"
https://www.yelp.com/biz/the-indian-kitchen-west-hollywood-2?osq=Restaurants,The Indian Kitchen,"8165 Santa Monica Blvd West Hollywood, CA 90046",4 star rating,460 reviews,$$,"Indian, Halal, Seafood","Mon
11:00 AM - 10:30 PM
Tue
11:00 AM - 10:30 PM
Wed
11:00 AM - 10:30 PM
Thu
11:00 AM - 10:30 PM
Open now
Fri
11:00 AM - 10:30 PM
Sat
12:15 PM - 10:30 PM
Sun
12:15 PM - 10:30 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual, Classy
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Street Parking, Validated Parking, Private Lot Parking, Valet Parking
Waiter Service
Free Wi-Fi
Wheelchair Accessible
Gender-neutral restrooms
No Outdoor Seating
No Alcohol
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/la-usuluteca-los-angeles-2?osq=Restaurants,La Usuluteca,"4014 W Washington Blvd Los Angeles, CA 90019",4 star rating,90 reviews,$,"Delis, Salvadoran, Bakeries","Mon
7:00 AM - 8:00 PM
Tue
7:00 AM - 8:00 PM
Wed
7:00 AM - 8:00 PM
Thu
7:00 AM - 8:00 PM
Open now
Fri
7:00 AM - 8:00 PM
Sat
7:00 AM - 8:00 PM
Sun
7:00 AM - 7:00 PM","Amenities and More
Health ScoreB
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Accepts Android Pay
Casual
Moderate Noise
Offers Catering
Good For Kids
Good for Breakfast, Lunch
Private Lot Parking
Free Wi-Fi
Wheelchair Accessible
TV
Open to All
No Outdoor Seating
Not Good For Groups
No Waiter Service
No Alcohol
Bike Parking
Show Less"
https://www.yelp.com/biz/grill-city-los-angeles-4?osq=Restaurants,Grill City,"134-140 S Vermont Ave Los Angeles, CA 90004",,,,"Barbeque, Fast Food, Filipino",,
